Region,Assembly Identifier,Phylum,Class,Order,Family,Genus,Organism Name,Average_lifespan_days,DNA_bendability,X_Displacement,Y_Displacement,Inclination,Tip,Shear,Stretch,Stagger,Buckle,Propel,Opening,Alpha,Beta,Gamma,Delta,Epsilon,Zeta,Chi,Phase,Amplitude,Hydrogen_bond,Stacking_energy,Solvation,Shift,Slide,Rise,Tilt,Roll,Twist,A_philicity_energy
downstream1,GCA_033119305.1_ASM3311930v1,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,Pinctada imbricata,2190,-0.023851222,-0.915881524,-0.05616289,3.869486542,0.442775915,0.09301786,0.024377904,0.065315117,2.562260167,-9.667920605,2.002527486,-72.20283902,168.535852,55.15319755,135.0376256,-160.40228,-112.0656077,-112.1973792,151.1143413,41.59654693,-13.65653229,-54.09363633,-348.4490642,-0.130055495,-0.323979511,3.323007215,-0.689670049,2.210570515,34.44933445,0.663902085
downstream2,GCA_033119305.1_ASM3311930v1,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,Pinctada imbricata,2190,-0.029004084,-0.915869476,-0.092118888,3.816039545,0.224751014,0.101422518,0.025022329,0.060212468,2.12191662,-9.963933523,2.176361795,-71.83052372,169.5634458,55.0980631,134.235935,-161.0063697,-112.3461621,-111.3961289,149.9702039,41.56973127,-13.2023048,-54.09218858,-348.978191,-0.128499784,-0.323177571,3.319546625,-0.720532157,2.09354219,34.48775019,0.695523829
upstream1,GCA_900624975.1_A_costaricensis_Costa_Rica_0011_upd,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus,Angiostrongylus costaricensis,183.45,-0.03107959,-0.932103722,-0.067680337,3.962747991,0.135995764,0.092441735,0.023997931,0.065449781,2.419606054,-9.786522584,2.021722678,-71.79625117,169.6153754,55.15810665,134.2601273,-161.3921553,-112.7376047,-110.4928082,150.0868665,41.48283026,-13.62539623,-54.15834265,-348.4378271,-0.140804794,-0.315483944,3.32364805,-0.725084646,2.159257494,34.5206812,0.668585922
upstream2,GCA_900624975.1_A_costaricensis_Costa_Rica_0011_upd,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus,Angiostrongylus costaricensis,183.45,-0.029843658,-0.92798577,-0.059805286,3.966834883,0.159283867,0.09117287,0.023870449,0.065277269,2.493484496,-9.762403898,1.988169744,-71.90317202,169.3851374,55.15312624,134.4905631,-161.1376243,-112.6103379,-110.8753134,150.4166912,41.49058444,-13.71175765,-54.16447472,-348.4071365,-0.138445747,-0.313736381,3.323996116,-0.70738191,2.171386686,34.50929623,0.667386328
exon,GCA_900624975.1_A_costaricensis_Costa_Rica_0011_upd,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus,Angiostrongylus costaricensis,183.45,-0.026450404,-0.915528637,-0.056800945,3.985236235,0.192603486,0.088695565,0.02359808,0.065735954,2.505827743,-9.626310713,1.938327854,-72.06063906,168.8624202,55.07603818,134.8926152,-160.5800729,-112.2657231,-111.8525799,150.941784,41.5289351,-13.83958323,-54.1910693,-348.3342261,-0.136594026,-0.305339171,3.32236815,-0.70267109,2.211718526,34.49045115,0.663643296
intron,GCA_900624975.1_A_costaricensis_Costa_Rica_0011_upd,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus,Angiostrongylus costaricensis,183.45,-0.031066836,-0.932153581,-0.066652702,3.947494861,0.170096177,0.0921322,0.023934051,0.065069637,2.424376086,-9.765128527,2.014247012,-71.84845928,169.4415479,55.1322777,134.4030928,-161.2531513,-112.6333205,-110.6761109,150.2947208,41.48867789,-13.6387656,-54.15604394,-348.4299849,-0.138870504,-0.315088754,3.323278336,-0.71919739,2.168522648,34.5110296,0.667727438
downstream1,GCA_900624975.1_A_costaricensis_Costa_Rica_0011_upd,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus,Angiostrongylus costaricensis,183.45,-0.028226649,-0.91367957,-0.055575134,3.934042569,0.265683374,0.08954429,0.023706357,0.065553851,2.557599641,-9.68191294,1.957616982,-72.11113769,168.8017873,55.08103072,134.9612056,-160.532729,-112.209336,-111.9472926,151.0468719,41.53625287,-13.79571212,-54.17238986,-348.3263728,-0.138032687,-0.309969832,3.323225668,-0.710398846,2.201223744,34.49019758,0.665054981
downstream2,GCA_900624975.1_A_costaricensis_Costa_Rica_0011_upd,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus,Angiostrongylus costaricensis,183.45,-0.034678451,-0.933702105,-0.079207403,3.932638321,0.05833672,0.09677976,0.024296731,0.063069268,2.358203337,-9.947631496,2.10906453,-71.67923191,170.011965,55.13371619,133.9817098,-161.5518695,-112.7876268,-110.2725265,149.6738221,41.48466775,-13.40865961,-54.14077431,-348.6996687,-0.14289422,-0.316903007,3.322402912,-0.755783445,2.104517016,34.53538653,0.684328632
upstream1,GCA_037126465.1_ASM3712646v1,Arthropoda (Chelicerata),Arachnida,Ixodida,Argasidae,Ornithodoros,Ornithodoros turicata,3650,-0.027719591,-0.93365139,-0.069994981,3.976064596,0.224313029,0.087455711,0.023513841,0.066281869,2.207248873,-9.506612277,1.927519805,-71.95549376,169.1047415,55.02100343,134.7178678,-160.781998,-112.4404952,-111.4230269,150.6663486,41.53455651,-13.83993397,-54.229893,-348.4092555,-0.130358804,-0.307681152,3.322093818,-0.665234348,2.216493138,34.48417484,0.658419575
upstream2,GCA_037126465.1_ASM3712646v1,Arthropoda (Chelicerata),Arachnida,Ixodida,Argasidae,Ornithodoros,Ornithodoros turicata,3650,-0.024309628,-0.930992231,-0.056440865,4.000752968,0.234120591,0.085193147,0.023337306,0.067811723,2.33258947,-9.433506516,1.880995383,-72.05182065,168.8564631,55.06401011,134.8914861,-160.6179196,-112.4022498,-111.6387987,150.9139067,41.5368317,-13.97301958,-54.22744493,-348.2988475,-0.130349315,-0.308316422,3.323218969,-0.656198555,2.250212348,34.46480791,0.650818341
exon,GCA_037126465.1_ASM3712646v1,Arthropoda (Chelicerata),Arachnida,Ixodida,Argasidae,Ornithodoros,Ornithodoros turicata,3650,-0.019134155,-0.930595877,-0.03535386,4.068694619,0.306199761,0.081650168,0.022888479,0.069788667,2.551333826,-9.296430773,1.801538931,-72.20731044,168.3547239,55.12707747,135.1998874,-160.3644963,-112.3087925,-111.9939458,151.3486708,41.54504482,-14.16675815,-54.20727128,-348.0884046,-0.129403079,-0.310146988,3.324280025,-0.659439043,2.318544168,34.42638054,0.638053761
intron,GCA_037126465.1_ASM3712646v1,Arthropoda (Chelicerata),Arachnida,Ixodida,Argasidae,Ornithodoros,Ornithodoros turicata,3650,-0.025762416,-0.937237824,-0.06123211,3.989000002,0.237862213,0.087373176,0.023546337,0.066667985,2.313138061,-9.482328562,1.918984827,-71.96216338,169.0281661,55.08893081,134.6972417,-160.8515507,-112.5150037,-111.2478453,150.6526153,41.526975,-13.86384955,-54.19992548,-348.3356732,-0.128131649,-0.313326972,3.32310112,-0.658872436,2.234507793,34.4613871,0.654050338
downstream1,GCA_037126465.1_ASM3712646v1,Arthropoda (Chelicerata),Arachnida,Ixodida,Argasidae,Ornithodoros,Ornithodoros turicata,3650,-0.020812678,-0.931723101,-0.034005035,4.040808964,0.356179101,0.082889037,0.022931667,0.069375664,2.63662863,-9.358211128,1.824711888,-72.23545234,168.3681879,55.13377008,135.2184169,-160.308406,-112.2672141,-112.0745321,151.3594243,41.55921583,-14.11341438,-54.18386293,-348.0738967,-0.12860493,-0.314916125,3.32487453,-0.668326327,2.309721565,34.42396085,0.640752572
downstream2,GCA_037126465.1_ASM3712646v1,Arthropoda (Chelicerata),Arachnida,Ixodida,Argasidae,Ornithodoros,Ornithodoros turicata,3650,-0.025739974,-0.936690687,-0.066790531,3.9609738,0.223994876,0.089804893,0.023641987,0.065488749,2.232512484,-9.570389472,1.971329861,-71.94381319,169.1594365,55.06960053,134.6157993,-160.8483417,-112.4924394,-111.3212943,150.5120232,41.54810172,-13.73170299,-54.18746816,-348.5569423,-0.127116969,-0.316903398,3.322086559,-0.671290626,2.216051301,34.45294106,0.661978431
upstream1,GCA_932521035.1_nxOscDolc1.1,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,Oscheius dolichura,43.9,-0.036622864,-0.929428189,-0.065622144,3.951868376,0.207102416,0.094410115,0.023809992,0.06368407,2.575781081,-9.870425785,2.027283333,-71.81976396,169.550831,55.12044471,134.3305539,-161.296503,-112.6231391,-110.6595667,150.1595929,41.49989543,-13.56697399,-54.12297579,-348.2853583,-0.135584237,-0.317838112,3.325100288,-0.747226341,2.119399643,34.54879865,0.678788605
upstream2,GCA_932521035.1_nxOscDolc1.1,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,Oscheius dolichura,43.9,-0.033887749,-0.92881383,-0.058409281,3.957590474,0.241713003,0.094006347,0.023771089,0.064684821,2.641729634,-9.873008907,2.021359883,-71.89309222,169.3588598,55.15825854,134.4449575,-161.1776077,-112.583149,-110.8411654,150.3220901,41.50899828,-13.59124731,-54.10589099,-348.2541974,-0.138215942,-0.320685897,3.325506105,-0.759965441,2.141491227,34.53511151,0.674696387
exon,GCA_932521035.1_nxOscDolc1.1,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,Oscheius dolichura,43.9,-0.029878428,-0.916239026,-0.052526943,3.969553852,0.286848918,0.090733253,0.023536522,0.065561102,2.672194707,-9.734969706,1.956719753,-72.06067277,168.8532908,55.09508128,134.8718024,-160.6501262,-112.2439347,-111.7864776,150.9009559,41.54116335,-13.7609999,-54.13158165,-348.144726,-0.139889487,-0.313316305,3.324286743,-0.752168229,2.193734019,34.51194174,0.666675558
intron,GCA_932521035.1_nxOscDolc1.1,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,Oscheius dolichura,43.9,-0.033749109,-0.934500743,-0.054236408,3.971500974,0.250209411,0.09191282,0.023808389,0.065360321,2.689803438,-9.742225357,1.975533433,-71.89442294,169.3026588,55.17201868,134.4844244,-161.2641465,-112.6369378,-110.5435217,150.4281308,41.48028945,-13.70522869,-54.1051636,-348.059116,-0.138751341,-0.318096014,3.325650666,-0.737320637,2.182819325,34.52530888,0.662753132
downstream1,GCA_932521035.1_nxOscDolc1.1,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,Oscheius dolichura,43.9,-0.030759818,-0.911637488,-0.044988157,3.961241348,0.336903792,0.089826393,0.023415058,0.065952978,2.795413858,-9.74423548,1.939131054,-72.11207397,168.7855256,55.11066014,134.9630604,-160.6028709,-112.2187066,-111.8532065,151.0311091,41.54237185,-13.8158289,-54.12563078,-348.0117375,-0.140155196,-0.314267066,3.326166481,-0.745726581,2.20177399,34.52373408,0.664449358
downstream2,GCA_932521035.1_nxOscDolc1.1,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,Oscheius dolichura,43.9,-0.036218926,-0.932521562,-0.073640498,3.922971359,0.141146989,0.097059173,0.024383156,0.063187142,2.456957548,-9.905423915,2.092475491,-71.72989511,169.8008274,55.15309245,134.0946839,-161.4984722,-112.7054959,-110.3166466,149.8418575,41.49140009,-13.41244689,-54.09984527,-348.4449939,-0.138318974,-0.318699273,3.324268281,-0.75818423,2.09989893,34.56156427,0.682314749
upstream1,GCA_037379345.1_ASM3737934v1,Mollusca,Bivalvia,Mytilida,Mytilidae,Perna,Perna viridis,1424.513889,-0.03962254,-0.915581027,-0.094009172,3.80604678,0.283499751,0.102597217,0.024497822,0.059123857,2.300955087,-10.16052472,2.207146622,-71.77962365,169.7265467,55.07478527,134.1590243,-161.2176437,-112.395059,-111.0685313,149.8510183,41.56544165,-13.11520012,-54.07257976,-348.8481743,-0.141209669,-0.326773382,3.321334448,-0.785197991,2.054155939,34.52666368,0.701401482
upstream2,GCA_037379345.1_ASM3737934v1,Mollusca,Bivalvia,Mytilida,Mytilidae,Perna,Perna viridis,1424.513889,-0.035710528,-0.914081448,-0.076929829,3.822022414,0.350499535,0.099031625,0.024251095,0.060905785,2.471026889,-10.03330498,2.132297281,-71.94772094,169.3031046,55.05283649,134.5291133,-160.828338,-112.2178292,-111.6315995,150.3798023,41.57407333,-13.3197094,-54.07875322,-348.7119998,-0.138249439,-0.325580271,3.322254962,-0.767274858,2.104512129,34.50425577,0.689825522
exon,GCA_037379345.1_ASM3737934v1,Mollusca,Bivalvia,Mytilida,Mytilidae,Perna,Perna viridis,1424.513889,-0.023705565,-0.917502275,-0.059303563,3.867186454,0.424922538,0.095422207,0.024285107,0.064788146,2.590863773,-9.794269995,2.05698097,-72.13421441,168.7297611,55.09780292,134.9034405,-160.4143209,-112.030459,-112.2562155,150.8948219,41.60065315,-13.52894652,-54.07349605,-348.7135757,-0.138581599,-0.325175784,3.320919497,-0.767171658,2.193145968,34.44639534,0.672774397
intron,GCA_037379345.1_ASM3737934v1,Mollusca,Bivalvia,Mytilida,Mytilidae,Perna,Perna viridis,1424.513889,-0.037540951,-0.921812617,-0.089836365,3.834567781,0.278378657,0.101975334,0.024453344,0.059509414,2.323692349,-10.11294043,2.195348875,-71.7768271,169.7130109,55.11470847,134.1230954,-161.2381358,-112.4643855,-110.9680499,149.803964,41.55949503,-13.13991267,-54.0634442,-348.8692352,-0.140763448,-0.329567553,3.320826799,-0.788493916,2.075089709,34.50224437,0.697643016
downstream1,GCA_037379345.1_ASM3737934v1,Mollusca,Bivalvia,Mytilida,Mytilidae,Perna,Perna viridis,1424.513889,-0.029339899,-0.913287763,-0.0598104,3.834008976,0.463675507,0.097351975,0.024178856,0.063332311,2.668402536,-9.934054677,2.092121891,-72.14512858,168.7796248,55.09695112,134.8936008,-160.4066961,-111.9925049,-112.3111976,150.8593784,41.61597614,-13.42955166,-54.05567166,-348.6827494,-0.140090372,-0.329190744,3.322255099,-0.782719714,2.158053847,34.46414757,0.681655612
downstream2,GCA_037379345.1_ASM3737934v1,Mollusca,Bivalvia,Mytilida,Mytilidae,Perna,Perna viridis,1424.513889,-0.036253235,-0.920265411,-0.09300147,3.809821675,0.234308067,0.103241536,0.024679304,0.059269899,2.23880348,-10.13028936,2.222747057,-71.77640597,169.7865917,55.10229976,134.0872417,-161.1742176,-112.4184852,-111.0774135,149.7472709,41.56720024,-13.07337105,-54.06613171,-349.0050586,-0.139105248,-0.328237402,3.320038561,-0.783536257,2.056788431,34.51015116,0.702261792
upstream1,GCA_001870725.1_MEX_genome.1-6-13,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia solium,4719.2,-0.036592255,-0.926260564,-0.073867466,3.965387948,0.175934524,0.094451937,0.023415265,0.064145646,2.44232385,-9.942859495,2.069853376,-71.77197827,169.5748732,55.08902405,134.2240147,-161.1952884,-112.6228897,-110.8999129,149.9324262,41.53169253,-13.48212452,-54.14299668,-348.410262,-0.145258897,-0.320081023,3.323452613,-0.792876234,2.140059868,34.52875357,0.680110787
upstream2,GCA_001870725.1_MEX_genome.1-6-13,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia solium,4719.2,-0.030642398,-0.935871082,-0.056404402,4.036095585,0.139548518,0.088766056,0.023387302,0.066344515,2.519285433,-9.673535513,1.946675638,-71.87445578,169.3142898,55.1462485,134.45299,-161.0699719,-112.6828804,-110.9130856,150.3178626,41.49983995,-13.79584682,-54.16612323,-348.1863754,-0.139407505,-0.315558968,3.324241051,-0.731100625,2.205536713,34.49758151,0.660223753
exon,GCA_001870725.1_MEX_genome.1-6-13,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia solium,4719.2,-0.023836336,-0.934839576,-0.039604145,4.12831844,0.182273953,0.082107154,0.023141951,0.069020678,2.608899947,-9.352885381,1.805159484,-72.03482684,168.7775993,55.19548099,134.8223849,-160.8158285,-112.6005275,-111.2051068,150.8609957,41.49340082,-14.14749321,-54.19617932,-347.8958846,-0.132138549,-0.307622065,3.324993635,-0.666539439,2.29078555,34.46564296,0.639284264
intron,GCA_001870725.1_MEX_genome.1-6-13,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia solium,4719.2,-0.031496674,-0.932412672,-0.061772371,4.014390085,0.184764572,0.09074964,0.023432032,0.065539091,2.540166748,-9.75895606,1.986894663,-71.82696292,169.4038528,55.15682593,134.3475213,-161.2210016,-112.697724,-110.7553005,150.1663006,41.49904254,-13.70215296,-54.14963652,-348.2607686,-0.138831241,-0.317533673,3.323609968,-0.737408316,2.199396243,34.49476081,0.664658576
downstream1,GCA_001870725.1_MEX_genome.1-6-13,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia solium,4719.2,-0.023425884,-0.931380998,-0.036064575,4.100373335,0.242568359,0.081886145,0.02313891,0.069516531,2.652229557,-9.342183128,1.801659374,-72.09794336,168.6345054,55.19705564,134.9490515,-160.6761527,-112.5073775,-111.4367269,151.0290468,41.50910473,-14.16363094,-54.18824255,-347.8157526,-0.130825167,-0.3090996,3.325753256,-0.658920142,2.298960898,34.47018422,0.637063779
downstream2,GCA_001870725.1_MEX_genome.1-6-13,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia solium,4719.2,-0.030834252,-0.940935913,-0.056852814,4.051073425,0.108667225,0.089638812,0.023536467,0.065834238,2.508095695,-9.672541232,1.966013705,-71.74551555,169.598453,55.20273972,134.1630502,-161.438137,-112.8956544,-110.3395668,149.9092259,41.48517031,-13.75447066,-54.14576882,-348.1990803,-0.133400526,-0.318673211,3.324230888,-0.707862979,2.209319287,34.48572771,0.659586915
upstream1,GCA_934045905.1_ipLeuNigr2.1,Arthropoda (Mandibulata),Insecta,Plecoptera,Leuctridae,Leuctra,Leuctra nigra,730,-0.034559248,-0.922159679,-0.088417286,3.880124348,0.255110991,0.095257999,0.024146991,0.063395406,2.289535002,-9.84447813,2.083840021,-71.85644,169.4144371,55.07217062,134.3907133,-161.0236425,-112.4155154,-111.2333894,150.187852,41.54703027,-13.45153756,-54.14459646,-348.600959,-0.143579511,-0.316527929,3.321051924,-0.750181869,2.140840081,34.50660215,0.67893604
upstream2,GCA_934045905.1_ipLeuNigr2.1,Arthropoda (Mandibulata),Insecta,Plecoptera,Leuctridae,Leuctra,Leuctra nigra,730,-0.030728011,-0.917979029,-0.074682183,3.904605404,0.272181239,0.093380482,0.024021658,0.064650751,2.416653483,-9.773669197,2.040331774,-71.96055446,169.1779189,55.07739986,134.6013026,-160.8096953,-112.3184989,-111.5550223,150.4839757,41.55768421,-13.57557236,-54.14088497,-348.5004761,-0.13958223,-0.316735698,3.322010734,-0.736614452,2.170009145,34.49160601,0.671861609
exon,GCA_934045905.1_ipLeuNigr2.1,Arthropoda (Mandibulata),Insecta,Plecoptera,Leuctridae,Leuctra,Leuctra nigra,730,-0.020956246,-0.919525685,-0.047004016,4.033747166,0.257921522,0.082248928,0.023095168,0.069401479,2.524353583,-9.337638976,1.812716016,-72.21073177,168.4401699,55.06930299,135.1961056,-160.2972964,-112.2373399,-112.1157888,151.354474,41.53558222,-14.14549527,-54.22651156,-348.0209826,-0.135106732,-0.300500945,3.323153743,-0.677039258,2.289053015,34.46103939,0.6438378
intron,GCA_934045905.1_ipLeuNigr2.1,Arthropoda (Mandibulata),Insecta,Plecoptera,Leuctridae,Leuctra,Leuctra nigra,730,-0.034531758,-0.924214474,-0.083775117,3.888302229,0.258577549,0.095557516,0.024283615,0.062820539,2.366037048,-9.833032441,2.074620725,-71.84949181,169.4123024,55.09038457,134.3776807,-161.0772189,-112.4495253,-111.1016807,150.1917039,41.53816254,-13.46514932,-54.12399597,-348.4964631,-0.140870665,-0.318899683,3.321838983,-0.743266109,2.142019905,34.50144689,0.677076534
downstream1,GCA_934045905.1_ipLeuNigr2.1,Arthropoda (Mandibulata),Insecta,Plecoptera,Leuctridae,Leuctra,Leuctra nigra,730,-0.022978225,-0.917041081,-0.044857794,3.978039892,0.33219993,0.084921644,0.023297442,0.068433079,2.627961458,-9.460822482,1.861038646,-72.23434498,168.4163764,55.05897359,135.2127328,-160.2755569,-112.1489561,-112.2190151,151.3733124,41.54973373,-14.03270229,-54.18657047,-348.0183632,-0.136744671,-0.305807349,3.324079649,-0.69871815,2.268448917,34.47489117,0.650082109
downstream2,GCA_934045905.1_ipLeuNigr2.1,Arthropoda (Mandibulata),Insecta,Plecoptera,Leuctridae,Leuctra,Leuctra nigra,730,-0.033892491,-0.919845459,-0.097226807,3.833189726,0.218591768,0.099091135,0.024718164,0.062638199,2.219940184,-9.919585882,2.161000901,-71.78677157,169.6030542,55.10683516,134.1876872,-161.1579103,-112.4415594,-111.0655219,149.8930492,41.55557557,-13.26897393,-54.11272262,-348.7478543,-0.141058595,-0.319581746,3.320404722,-0.754116717,2.108402078,34.51825916,0.685958823
upstream1,GCA_034509925.1_ASM3450992v1,Annelida,Clitellata,Hirudinida,Hirudinidae,Hirudinaria,Hirudinaria manillensis,2920,-0.04624511,-0.907102748,-0.098916448,3.758929236,0.232527853,0.104304509,0.024426993,0.058675289,2.338743914,-10.28509644,2.262656903,-71.7570317,169.7902757,55.02000023,134.1556476,-161.1224682,-112.2482388,-111.096269,149.8305483,41.56602392,-12.97580397,-54.07353337,-348.7481429,-0.153710447,-0.319277975,3.322400431,-0.844662636,2.015226121,34.60780476,0.713604459
upstream2,GCA_034509925.1_ASM3450992v1,Annelida,Clitellata,Hirudinida,Hirudinidae,Hirudinaria,Hirudinaria manillensis,2920,-0.0373615,-0.910915509,-0.074447324,3.878299159,0.269172242,0.096377391,0.023885246,0.061450457,2.553381115,-9.99910443,2.088766068,-71.93669243,169.3084007,55.06131335,134.5466425,-160.8397609,-112.2678518,-111.4994707,150.4305537,41.53976501,-13.43010958,-54.10807957,-348.4581395,-0.143823554,-0.316727937,3.323319928,-0.78252611,2.113332818,34.54342826,0.688488622
exon,GCA_034509925.1_ASM3450992v1,Annelida,Clitellata,Hirudinida,Hirudinidae,Hirudinaria,Hirudinaria manillensis,2920,-0.025768108,-0.911191026,-0.040137827,4.024282874,0.37343159,0.088570889,0.023259304,0.06525981,2.90433465,-9.680203247,1.908407099,-72.17121424,168.5647329,55.2332147,134.9808549,-160.567582,-112.2964882,-111.8285344,151.0700643,41.52685639,-13.88933841,-54.1066308,-348.1313829,-0.136794332,-0.317695072,3.325104328,-0.738357942,2.253430401,34.45234741,0.661381803
intron,GCA_034509925.1_ASM3450992v1,Annelida,Clitellata,Hirudinida,Hirudinidae,Hirudinaria,Hirudinaria manillensis,2920,-0.037512521,-0.909643803,-0.090745019,3.836702135,0.202915937,0.101282871,0.024577568,0.059799713,2.375905345,-10.08538352,2.196570745,-71.76177704,169.6740656,55.10453821,134.1477259,-161.1586663,-112.3417058,-110.9706659,149.8584043,41.53123141,-13.16083443,-54.08298731,-348.7158174,-0.146032991,-0.313436629,3.321125381,-0.791284277,2.073452778,34.57424734,0.701363909
downstream1,GCA_034509925.1_ASM3450992v1,Annelida,Clitellata,Hirudinida,Hirudinidae,Hirudinaria,Hirudinaria manillensis,2920,-0.025862646,-0.909498918,-0.03960081,3.982282241,0.419377795,0.089496935,0.02341293,0.06527394,2.906826443,-9.713055831,1.930209002,-72.19897038,168.5287775,55.25618769,135.0057754,-160.5425922,-112.2585523,-111.8304028,151.104648,41.53448007,-13.83542625,-54.0930242,-348.1442807,-0.136967474,-0.319894466,3.325893489,-0.738433533,2.240561118,34.46945537,0.663442933
downstream2,GCA_034509925.1_ASM3450992v1,Annelida,Clitellata,Hirudinida,Hirudinidae,Hirudinaria,Hirudinaria manillensis,2920,-0.040524247,-0.913168948,-0.081333921,3.869414876,0.205245226,0.099709963,0.024075687,0.059928021,2.553174995,-10.11901553,2.153452213,-71.8063968,169.6350281,55.07864154,134.2387244,-161.0925902,-112.3751769,-111.0886447,149.9853051,41.53177065,-13.26113348,-54.08513393,-348.555013,-0.149345675,-0.317937961,3.322368957,-0.818943764,2.077274571,34.55327843,0.699510632
upstream1,GCA_950097015.1_Machtx_SR1_v2,Platyhelminthes,Turbellaria,Macrostomida,Macrostomidae,Macrostomum,Macrostomum hystrix,100,-0.026985004,-0.934119541,-0.067392256,3.932162298,0.262526523,0.092595995,0.02386483,0.068786983,2.401873809,-9.66356614,2.017254877,-71.8831666,169.3131356,55.1697778,134.3856313,-161.1539236,-112.5842063,-110.7579984,150.1987499,41.52768202,-13.58244393,-54.14521799,-348.3975368,-0.151486902,-0.320598217,3.322090039,-0.800470059,2.173254587,34.49482226,0.665628616
upstream2,GCA_950097015.1_Machtx_SR1_v2,Platyhelminthes,Turbellaria,Macrostomida,Macrostomidae,Macrostomum,Macrostomum hystrix,100,-0.019182708,-0.943108424,-0.048711522,4.063799712,0.235284747,0.081806779,0.022626621,0.073569143,2.328242496,-9.257657575,1.802095357,-72.11240124,168.8388935,55.07884108,134.9154703,-160.5120652,-112.4331756,-111.4401392,150.904646,41.53321452,-14.09163581,-54.26539854,-348.20538,-0.148310713,-0.304874896,3.321489602,-0.76205555,2.25592189,34.47807004,0.6439569
exon,GCA_950097015.1_Machtx_SR1_v2,Platyhelminthes,Turbellaria,Macrostomida,Macrostomidae,Macrostomum,Macrostomum hystrix,100,-0.012264707,-0.957164847,-0.02856028,4.209500143,0.103833798,0.07152311,0.022042734,0.077767767,2.232318371,-8.818343344,1.595811218,-72.25617158,168.383839,55.10149653,135.3333174,-160.142124,-112.4948756,-111.6936468,151.5309968,41.51222177,-14.58343547,-54.35408109,-347.9166563,-0.141377457,-0.291591672,3.321907627,-0.681184933,2.341160601,34.46700891,0.614410982
intron,GCA_950097015.1_Machtx_SR1_v2,Platyhelminthes,Turbellaria,Macrostomida,Macrostomidae,Macrostomum,Macrostomum hystrix,100,-0.022437584,-0.935993095,-0.052749459,4.016981495,0.2378295,0.089293517,0.024099044,0.069812945,2.572817887,-9.476756219,1.931899448,-71.90689446,169.1283733,55.24727825,134.4367329,-161.2088134,-112.684535,-110.5693521,150.3207607,41.49743181,-13.81226305,-54.1428594,-348.1556798,-0.14522348,-0.317008824,3.322914024,-0.744276064,2.222239689,34.4687094,0.651328689
downstream1,GCA_950097015.1_Machtx_SR1_v2,Platyhelminthes,Turbellaria,Macrostomida,Macrostomidae,Macrostomum,Macrostomum hystrix,100,-0.012594937,-0.952380242,-0.024978551,4.179624835,0.126371348,0.07252931,0.0220454,0.077455493,2.305979568,-8.865967156,1.617691188,-72.3204698,168.2259691,55.12460673,135.4418946,-160.0035168,-112.4200195,-111.9332644,151.6760785,41.52890007,-14.53930454,-54.33793854,-347.9607794,-0.140779898,-0.294351222,3.322454729,-0.689427823,2.333776206,34.47274432,0.617893235
downstream2,GCA_950097015.1_Machtx_SR1_v2,Platyhelminthes,Turbellaria,Macrostomida,Macrostomidae,Macrostomum,Macrostomum hystrix,100,-0.028993284,-0.932068636,-0.059462817,4.024926863,0.109403202,0.090743845,0.023465805,0.06889462,2.50613631,-9.660839011,1.971801669,-71.8606942,169.3390049,55.16664983,134.3698738,-161.0873323,-112.6634668,-110.7959583,150.1658914,41.51428069,-13.70212262,-54.18174882,-348.3169461,-0.155938246,-0.312395747,3.321916994,-0.811115557,2.16508303,34.51303196,0.667069746
upstream1,GCA_905160935.1_enchytraeus_crypticus_genome,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,Enchytraeus crypticus,370,-0.028664615,-0.923604307,-0.093531921,3.800361696,0.132414374,0.100855624,0.025096779,0.064615897,2.052372304,-9.894575118,2.202653165,-71.7790722,169.6526474,55.12843123,134.1487999,-161.2192422,-112.4027286,-110.8199276,149.863281,41.55797993,-13.13782577,-54.10478202,-348.9112555,-0.147722859,-0.320542323,3.32119983,-0.796039796,2.082272772,34.55254844,0.690410745
