phylotree_tip_name,Assembly.Identifier,Phylum,Class,Order,Family,Genus,Organism.Name,ln_Genome_size,eigenvector_1,eigenvector_2,eigenvector_3,eigenvector_4,eigenvector_5,eigenvector_6,eigenvector_7,eigenvector_8,eigenvector_9,eigenvector_10,eigenvector_11,eigenvector_12,Lifespan,log_lifespan
Arenicola_marina_ott941625,GCA_964019135.1_wuAreMari1.1,Annelida,Polychaeta,Scolecida,Arenicolidae,Arenicola,Arenicola marina,20.58332356,-0.063454614,0.006836913,0.00105424,5.08e-5,5.80529e-4,-2.33312e-4,-3.06e-5,-7.69e-5,-1.73124e-4,-9.07e-5,-0.06460065,0.08361225,1825,7.509335266016592
Argopecten_irradians_concentricus_ott1078205,GCA_004382765.1_QAU_Acon_1.1,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten,Argopecten irradians concentricus,20.589487599999998,-0.064990243,0.007321596,0.001187858,6.24e-5,7.93267e-4,-5.69046e-4,-2.91792e-4,1.53751e-4,3.04476e-4,1.22083e-4,0.097250705,0.019446854,694.5138889,6.543212160410559
Pecten_maximus_ott449048,GCA_902652985.1_xPecMax1.1,Mollusca,Bivalvia,Pectinida,Pectinidae,Pecten,Pecten maximus,20.63804164,-0.064990088,0.007321548,0.001187845,6.24e-5,7.93247e-4,-5.69017e-4,-2.9177e-4,1.53733e-4,3.0444e-4,1.22065e-4,0.097235519,0.019443376,6752.5,8.81766808566677
Mizuhopecten_yessoensis_ott449027,GCA_002113885.2_ASM211388v2,Mollusca,Bivalvia,Pectinida,Pectinidae,Mizuhopecten,Mizuhopecten yessoensis,20.71075614,-0.064990194,0.007321581,0.001187854,6.24e-5,7.93261e-4,-5.69037e-4,-2.91785e-4,1.53745e-4,3.04465e-4,1.22078e-4,0.097245886,0.01944575,5031.785714,8.523530212815336
Mimachlamys_varia_varia_ott961950,GCA_947623455.1_xbMimVari1.1,Mollusca,Bivalvia,Pectinida,Pectinidae,Mimachlamys,Mimachlamys varia,20.69833921,-0.064990231,0.007321593,0.001187857,6.24e-5,7.93266e-4,-5.69044e-4,-2.91791e-4,1.53749e-4,3.04473e-4,1.22082e-4,0.097249534,0.019446586,1825,7.509335266016592
Crassadoma_gigantea_ott139557,GCA_032360845.1_ASM3236084v1,Mollusca,Bivalvia,Pectinida,Pectinidae,Crassadoma,Crassadoma gigantea,20.6207353,-0.064990194,0.007321581,0.001187854,6.24e-5,7.93261e-4,-5.69037e-4,-2.91785e-4,1.53745e-4,3.04465e-4,1.22078e-4,0.097245886,0.01944575,7300,8.895629627136483
Argopecten_irradians_irradians_ott1078203,GCA_004382745.1_QAU_Airr_1.1,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten,Argopecten irradians irradians,20.54365506,-0.064990243,0.007321596,0.001187858,6.24e-5,7.93267e-4,-5.69046e-4,-2.91792e-4,1.53751e-4,3.04476e-4,1.22083e-4,0.097250705,0.019446854,730,6.593044534142437
Ariolimax_columbianus_ott2882280,GCA_036924085.1_xgAriColu1.0.hap1,Mollusca,Gastropoda,Stylommatophora,Arionidae,Ariolimax,Ariolimax columbianus,21.55370888,-0.064199435,0.00707366,0.001119992,5.66e-5,6.87657e-4,-4.09087e-4,-1.70972e-4,4.79e-5,8.35e-5,-1.24e-5,-0.01552519,-0.025535856,1825,7.509335266016592
Helix_aspersa_aspersa_ott978328,GCA_964187895.1_xgCorAspe16.1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,Cornu aspersum,21.79089054,-0.064224587,0.007081357,0.001122044,5.67e-5,6.9057e-4,-4.12681e-4,-1.73139e-4,4.89e-5,8.53e-5,-1.28e-5,-0.015950381,-0.026344949,2104.583333,7.651872784955768
Cepaea_nemoralis_ott891883,GCA_964166675.1_xgCepNemo3.hap2.1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cepaea,Cepaea nemoralis,21.9082751,-0.064224614,0.007081366,0.001122046,5.67e-5,6.90573e-4,-4.12684e-4,-1.73141e-4,4.89e-5,8.53e-5,-1.28e-5,-0.015950825,-0.026345789,2482,7.8168199657645525
Euhadra_peliomphala_ott330216,GCA_040496235.1_ASM4049623v1,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Euhadra,Euhadra peliomphala,21.08499313,-0.064172077,0.007065299,0.001117767,5.64e-5,6.84512e-4,-4.05243e-4,-1.68673e-4,4.69e-5,8.17e-5,-1.21e-5,-0.015086426,-0.024707712,912.5,6.816188085456647
Arion_vulgaris_ott629322,GCA_020796225.1_ASM2079622v1,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,Arion vulgaris,21.15571443,-0.064199443,0.007073663,0.001119993,5.66e-5,6.87658e-4,-4.09088e-4,-1.70973e-4,4.79e-5,8.35e-5,-1.24e-5,-0.015525319,-0.025536098,720.6,6.580084198313993
Candidula_unifasciata_unifasciata_ott526948,GCA_905116865.2_CUNI_anot_genome.v2,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Candidula,Candidula unifasciata,21.02829417,-0.064222395,0.007080687,0.001121865,5.67e-5,6.90317e-4,-4.12371e-4,-1.72953e-4,4.88e-5,8.51e-5,-1.27e-5,-0.015914746,-0.026277535,365,5.8998973535824915
Asellus_aquaticus_ott335971,GCA_964212115.1_qmAseAqua29.1,Arthropoda (Mandibulata),Crustacea,Isopoda,Asellidae,Asellus,Asellus aquaticus,21.40526133,-0.007439786,-0.060025251,-0.064380192,-0.12102384,0.024677856,-0.019183919,-0.008060972,0.001916603,0.003347984,1.03919e-4,8.69e-5,-1.11382e-4,387.8125,5.960521975398926
Armadillidium_vulgare_ott776700,GCA_001887335.1_A_vulgare_v1,Arthropoda (Mandibulata),Crustacea,Isopoda,Armadillidiidae,Armadillidium,Armadillidium vulgare,16.56938042,-0.00744012,-0.060032729,-0.064393671,-0.12106486,0.024689736,-0.019202869,-0.008072356,0.001920757,0.003355534,1.0422e-4,8.72e-5,-1.11759e-4,730,6.593044534142437
Porcellio_scaber_ott84741,GCA_034700385.1_ASM3470038v1,Arthropoda (Mandibulata),Crustacea,Isopoda,Porcellionidae,Porcellio,Porcellio scaber,19.79737881,-0.00744012,-0.060032729,-0.064393671,-0.12106486,0.024689736,-0.019202869,-0.008072356,0.001920757,0.003355534,1.0422e-4,8.72e-5,-1.11759e-4,1095,6.9985096422506015
Idotea_balthica_ott788883,GCA_023373965.1_Ibalt_v1,Arthropoda (Mandibulata),Crustacea,Isopoda,Idoteidae,Idotea,Idotea baltica,21.15398684,-0.007439786,-0.060025251,-0.064380192,-0.12102384,0.024677856,-0.019183919,-0.008060972,0.001916603,0.003347984,1.03919e-4,8.69e-5,-1.11382e-4,425.8333333,6.054048033331472
Homarus_americanus_ott28247,GCA_018991925.1_GMGI_Hamer_2.0,Arthropoda (Mandibulata),Crustacea,Decapoda,Nephropidae,Homarus,Homarus americanus,21.55271663,-0.007453197,-0.060326549,-0.064925675,-0.122695193,0.025165557,-0.019983183,-0.008552469,0.002103847,0.003689974,1.18059e-4,9.91e-5,-1.29667e-4,12045,9.396404915048972
Portunus_pelagicus_ott599991,GCA_035046885.1_ASM3504688v1,Arthropoda (Mandibulata),Crustacea,Decapoda,Portunidae,Portunus,Portunus pelagicus,21.14471796,-0.007452492,-0.060310709,-0.064897024,-0.122607529,0.025140016,-0.019941554,-0.008526989,0.002094221,0.003672409,1.17338e-4,9.84e-5,-1.28739e-4,730,6.593044534142437
Cherax_quadricarinatus_ott46784,GCA_038502225.1_ASM3850222v1,Arthropoda (Mandibulata),Crustacea,Decapoda,Parastacidae,Cherax,Cherax quadricarinatus,22.0979955,-0.007453198,-0.060326564,-0.064925702,-0.12269527399999999,0.025165581,-0.019983221,-0.008552493,0.002103856,0.00368999,1.18059e-4,9.91e-5,-1.29667e-4,1825,7.509335266016592
Macrobrachium_superbum_ott66972,GCA_040412425.1_ASM4041242v1,Arthropoda (Mandibulata),Crustacea,Decapoda,Palaemonidae ,Macrobrachium,Macrobrachium rosenbergii,21.87905243,-0.007451269,-0.060283268,-0.064847372,-0.12245553,0.025095706,-0.019869191,-0.008482622,0.002077409,0.003641722,1.16075e-4,9.74e-5,-1.27112e-4,1095,6.9985096422506015
Neocaridina_denticulata_denticulata_ott829170,GCA_040365845.1_IAB_Nden_1,Arthropoda (Mandibulata),Crustacea,Decapoda,Atyidae,Neocaridina,Neocaridina denticulata,21.72714787,-0.007451331,-0.06028465,-0.064849869,-0.122463163,0.025097927,-0.019872797,-0.008484822,0.002078235,0.003643229,1.16136e-4,9.74e-5,-1.27191e-4,511,6.236369590203704
Caridina_multidentata_ott1096140,GCA_002091895.1_Cmul_gen_Assembly01,Arthropoda (Mandibulata),Crustacea,Decapoda,Atyidae,Caridina,Caridina multidentata,21.39055829,-0.007451331,-0.06028465,-0.064849869,-0.122463163,0.025097927,-0.019872797,-0.008484822,0.002078235,0.003643229,1.16136e-4,9.74e-5,-1.27191e-4,2190,7.691656822810547
Homarus_gammarus_ott28244,GCA_958450375.1_Homarus_gammarus,Arthropoda (Mandibulata),Crustacea,Decapoda,Nephropidae,Homarus,Homarus gammarus,21.28959421,-0.007453197,-0.060326549,-0.064925675,-0.122695193,0.025165557,-0.019983183,-0.008552469,0.002103847,0.003689974,1.18059e-4,9.91e-5,-1.29667e-4,14600,9.588776807696428
Eriocheir_sinensis_ott566723,GCA_024679095.1_ASM2467909v1,Arthropoda (Mandibulata),Crustacea,Decapoda,Varunidae,Eriocheir,Eriocheir sinensis,21.29188522,-0.007452417,-0.060309042,-0.06489401,-0.12259831,0.025137332,-0.019937189,-0.008524322,0.002093217,0.003670577,1.17263e-4,9.84e-5,-1.28643e-4,365,5.8998973535824915
Pandalus_borealis_ott28236,GCA_040182845.1_ASM4018284v1,Arthropoda (Mandibulata),Crustacea,Decapoda,Pandalidae,Pandalus,Pandalus borealis,21.97860676,-0.007451269,-0.060283268,-0.064847372,-0.12245553,0.025095706,-0.019869191,-0.008482622,0.002077409,0.003641722,1.16075e-4,9.74e-5,-1.27112e-4,3163.333333,8.05938160283049
Penaeus_monodon_ott212713,GCA_015228065.1_NSTDA_Pmon_1,Arthropoda (Mandibulata),Crustacea,Decapoda,Penaeidae ,Penaeus,Penaeus monodon,21.59637002,-0.007451401,-0.060286213,-0.064852696,-0.122471803,0.025100442,-0.019876881,-0.008487314,0.002079172,0.003644937,1.16206e-4,9.75e-5,-1.2728e-4,730,6.593044534142437
Paralithodes_platypus_ott725802,GCA_032716605.1_ASM3271660v1,Arthropoda (Mandibulata),Crustacea,Decapoda,Lithodidae,Paralithodes,Paralithodes platypus,22.34138219,-0.007451619,-0.060291133,-0.064861618,-0.122499205,0.025108459,-0.01989014,-0.008495529,0.002082342,0.003650736,1.16448e-4,9.77e-5,-1.27596e-4,15330,9.63756697186586
Cherax_destructor_destructor_ott917791,GCA_009830355.1_DU_Cdes_1.0,Arthropoda (Mandibulata),Crustacea,Decapoda,Parastacidae,Cherax,Cherax destructor,21.92826139,-0.007453198,-0.060326564,-0.064925702,-0.12269527399999999,0.025165581,-0.019983221,-0.008552493,0.002103856,0.00368999,1.18059e-4,9.91e-5,-1.29667e-4,2190,7.691656822810547
Paralithodes_camtschaticus_ott131917,GCA_018397895.1_paralithodes_camtschaticus,Arthropoda (Mandibulata),Crustacea,Decapoda,Lithodidae,Paralithodes,Paralithodes camtschaticus,22.06077398,-0.007451619,-0.060291133,-0.064861618,-0.122499205,0.025108459,-0.01989014,-0.008495529,0.002082342,0.003650736,1.16448e-4,9.77e-5,-1.27596e-4,7300,8.895629627136483
Panulirus_cygnus_ott180995,GCA_032361485.1_ASM3236148v1,Arthropoda (Mandibulata),Crustacea,Decapoda,Palinuridae,Panulirus,Panulirus cygnus,20.65666856,-0.007453181,-0.060326195,-0.064925034,-0.122693233,0.025164986,-0.019982253,-0.008551901,0.002103633,0.003689583,1.18043e-4,9.91e-5,-1.29646e-4,9855,9.19573421958682
Penaeus_indicus_ott812818,GCA_018983055.3_CIBA_Pind_1.3,Arthropoda (Mandibulata),Crustacea,Decapoda,Penaeidae ,Penaeus,Penaeus indicus,21.38094201,-0.007451401,-0.060286213,-0.064852696,-0.122471803,0.025100442,-0.019876881,-0.008487314,0.002079172,0.003644937,1.16206e-4,9.75e-5,-1.2728e-4,949,6.855408798609928
Pyrgus_malvae_unomasahiroi_ott673693,GCA_911387765.1_ilPyrMalv3.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Hesperiidae,Pyrgus,Pyrgus malvae,20.40119868,-0.007639592,-0.065042412,-0.075430731,0.090144274,0.029635936,-0.041626132,-0.068567657,0.033478971,-0.022981894,0.082011855,-1.26122e-4,2.8e-5,348.58,5.853867759093536
Vanessa_atalanta_ott581038,GCA_905147765.2_ilVanAtal1.2,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa atalanta,19.7301914,-0.007640976,-0.065075107,-0.07549451,0.090267838,0.029693721,-0.041793562,-0.068963754,0.033778239,-0.023195801,0.082997522,-1.27671e-4,2.84e-5,93.5,4.537961436294641
Polyommatus_icarus_fuchsi_ott104048,GCA_937595015.1_ilPolIcar1.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Lycaenidae,Polyommatus,Polyommatus icarus,20.05336247,-0.007640559,-0.065065254,-0.075475287,0.090230587,0.029676296,-0.041743023,-0.068844094,0.033687701,-0.023131077,0.082698922,-1.27202e-4,2.83e-5,71.85,4.274580612525034
Hofmannophila_pseudospretella_ott1053135,GCA_947369225.1_ilHofPseu3.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Oecophoridae,Hofmannophila,Hofmannophila pseudospretella,19.82228333,-0.007574657,-0.063506502,-0.072431364,0.084323762,0.026908954,-0.03367316,-0.049648498,0.019041226,-0.012650234,0.033993356,-5.06e-5,8.57e-6,120.1,4.788324729085938
Thymelicus_sylvestris_ott220627,GCA_911387775.1_ilThySylv1.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Hesperiidae,Thymelicus,Thymelicus sylvestris,19.96978982,-0.007639712,-0.06504523,-0.075436223,0.090154898,0.029640895,-0.041640416,-0.068601279,0.033504145,-0.022999869,0.082094049,-1.26251e-4,2.8e-5,348,5.8522024797744745
Lasiommata_megera_ott106375,GCA_928268935.1_ilLasMege1.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Lasiommata,Lasiommata megera,20.006764,-0.007641774,-0.065093965,-0.075531281,0.09033903,0.02972699,-0.041889705,-0.069190703,0.033949036,-0.023317825,0.083557944,-1.28551e-4,2.86e-5,58.73,4.072950669534428
Melanargia_galathea_ott627797,GCA_920104075.1_ilMelGala2.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Melanargia,Melanargia galathea,20.22301082,-0.007641811,-0.065094823,-0.075532955,0.09034227,0.029728505,-0.041894081,-0.069201035,0.033956812,-0.023323381,0.08358346,-1.28592e-4,2.86e-5,381.78,5.944844526472756
Danaus_plexippus_plexippus_ott532411,GCA_018135715.1_MEX_DaPlex,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,19.31747669,-0.007641232,-0.065081145000000007,-0.075506282,0.090290626,0.029704368,-0.041824307,-0.069036282,0.033832759,-0.023234747,0.08317622,-1.27952e-4,2.85e-5,69.83,4.246063716857944
Boloria_selene_ott1038979,GCA_905231865.2_ilBolSele5.2,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Boloria,Boloria selene,19.80676918,-0.007641311,-0.065083023,-0.075509944,0.090297713,0.029707679,-0.041833867,-0.06905883,0.033849704,-0.023246852,0.083231746,-1.28039e-4,2.85e-5,350.5,5.859360706474645
Phthorimaea_operculella_ott600263,GCA_024500475.1_ASM2450047v1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Gelechiidae,Phthorimaea,Phthorimaea operculella,20.28971333,-0.007575055,-0.063515745,-0.072449081,0.084357159,0.026924094,-0.033712051,-0.049730516,0.019089544,-0.01268363,0.034108515,-5.08e-5,8.61e-6,44.1,3.7864597824528
Boloria_euphrosyne_ott1064470,GCA_951802675.2_ilBolEuph2.2,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Boloria,Boloria euphrosyne,19.80810363,-0.007641311,-0.065083023,-0.075509944,0.090297713,0.029707679,-0.041833867,-0.06905883,0.033849704,-0.023246852,0.083231746,-1.28039e-4,2.85e-5,364,5.8971538676367405
Maniola_jurtina_ott283881,GCA_905333055.1_ilManJurt1.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Maniola,Maniola jurtina,19.81209722,-0.007641857,-0.065095912,-0.075535077,0.090346378,0.029730424,-0.041899627,-0.069214124,0.033966659,-0.023330416,0.083615761,-1.28642e-4,2.86e-5,303.88,5.716632886635021
Thymelicus_lineola_lineola_ott7146897,GCA_963932265.1_ilThyLine1.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Hesperiidae,Thymelicus,Thymelicus lineola,20.05349607,-0.007639712,-0.06504523,-0.075436223,0.090154898,0.029640895,-0.041640416,-0.068601279,0.033504145,-0.022999869,0.082094049,-1.26251e-4,2.8e-5,112,4.718498871295094
Pectinophora_gossypiella_ott108952,GCA_024362695.1_ilPecGoss1.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Gelechiidae,Pectinophora,Pectinophora gossypiella,19.98196683,-0.007575055,-0.063515745,-0.072449081,0.084357159,0.026924094,-0.033712051,-0.049730516,0.019089544,-0.01268363,0.034108515,-5.08e-5,8.61e-6,53.16,3.9733062338450447
Erebia_aethiops_aethiops_ott730439,GCA_923060345.2_ilEreAeth2.2,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia aethiops,19.97559722,-0.007641862,-0.06509603,-0.075535308,0.090346826,0.029730634,-0.041900232,-0.069215552,0.033967733,-0.023331183,0.083619285,-1.28648e-4,2.86e-5,365.5,5.901266279189834
Plodia_interpunctella_ott710461,GCA_027563975.2_ilPloInte3.2,Arthropoda (Mandibulata),Insecta,Lepidoptera,Pyralidae,Plodia,Plodia interpunctella,19.48992215,-0.00758847,-0.063832951,-0.073068316,0.085558183,0.027486443,-0.035348263,-0.053614489,0.022040761,-0.014794383,0.043877366,-6.61e-5,1.25e-5,29.7,3.391147045808654
Erebia_epiphron_pyrenaica_ott53139,GCA_963932025.1_ilEreEpip2.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia epiphron,20.07583427,-0.007641862,-0.06509603,-0.075535308,0.090346826,0.029730634,-0.041900232,-0.069215552,0.033967733,-0.023331183,0.083619285,-1.28648e-4,2.86e-5,318.35,5.7631514064630345
Leptidea_sinapis_ott173126,GCA_905404315.1_ilLepSina1.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Pieridae,Leptidea,Leptidea sinapis,20.3458035,-0.007640275,-0.065058549,-0.075462209,0.090205257,0.029664454,-0.04170875,-0.068763088,0.033626599,-0.023087412,0.082497999,-1.26886e-4,2.82e-5,199.55,5.296064831494743
Satyrium_pruni_ott790482,GCA_964274205.1_ilSatPrun1.hap1.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Lycaenidae,Satyrium,Satyrium pruni,20.58386566,-0.007640466,-0.065063066,-0.075471021,0.090222332,0.02967244,-0.041731905,-0.068817893,0.033668042,-0.023117037,0.082634608,-1.27101e-4,2.82e-5,47,3.8501476017100584
Lampides_boeticus_ott174789,GCA_964656195.1_ilLamBoet1.hap1.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Lycaenidae,Lampides,Lampides boeticus,19.67507557,-0.007640581,-0.065065784,-0.075476321,0.090232587,0.02967723,-0.041745717,-0.068850441,0.033692462,-0.023134477,0.082714498,-1.27226e-4,2.83e-5,60.5,4.102643365036796
Trichoplusia_ni_ott167935,GCA_003590095.1_tn1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Noctuidae,Trichoplusia,Trichoplusia ni,19.72421005,-0.007590257,-0.063874701,-0.073148747,0.085710994,0.027556342,-0.035534322,-0.054020958,0.022300676,-0.01497615,0.044576592,-6.72e-5,1.28e-5,35.2,3.5610460826040513
Celastrina_argiolus_ladonides_ott1076881,GCA_905187575.2_ilCelArgi3.2,Arthropoda (Mandibulata),Insecta,Lepidoptera,Lycaenidae,Celastrina,Celastrina argiolus,20.02837605,-0.007640581,-0.065065784,-0.075476321,0.090232587,0.02967723,-0.041745717,-0.068850441,0.033692462,-0.023134477,0.082714498,-1.27226e-4,2.83e-5,59.5,4.085976312551584
Caprella_mutica_ott1053736,GCA_947561585.1_Caprella_mutica_genome,Arthropoda (Mandibulata),Crustacea,Amphipoda,Caprellidae,Caprella,Caprella mutica,20.62240795,-0.007439128,-0.060010533,-0.064353652,-0.120943023,0.024654434,-0.019146476,-0.008038434,0.001908349,0.00333298,1.0332e-4,8.64e-5,-1.10629e-4,501.875,6.218351084701026
Hyalella_azteca_ott648347,GCA_000764305.4_Hazt_2.0.2,Arthropoda (Mandibulata),Crustacea,Amphipoda,Hyalellidae,Hyalella,Hyalella azteca,20.11141875,-0.007439128,-0.060010533,-0.064353652,-0.120943023,0.024654434,-0.019146476,-0.008038434,0.001908349,0.00333298,1.0332e-4,8.64e-5,-1.10629e-4,185,5.220355825078324
Sinonovacula_constricta_ott1064443,GCA_007844125.1_ASM784412v1,Mollusca,Bivalvia,Cardiida,Solecurtidae,Sinonovacula,Sinonovacula constricta,20.92281176,-0.064952542,0.00730981,0.001184642,6.21e-5,7.88316e-4,-5.61726e-4,-2.86405e-4,1.49363e-4,2.9543e-4,1.17404e-4,0.09344192,0.01857048,1825,7.509335266016592
Tridacna_crocea_ott599998,GCA_943736015.1_xbTriCroc3.1,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,Tridacna crocea,20.77108888,-0.064960468,0.007312284,0.001185316,6.22e-5,7.89348e-4,-5.63236e-4,-2.87507e-4,1.50246e-4,2.97248e-4,1.18332e-4,0.094196049,0.018742392,18493.33333,9.825165585580413
Hippopus_hippopus_ott652458,GCA_946811185.2_xbHipHipp8.3,Mollusca,Bivalvia,Cardiida,Cardiidae,Hippopus,Hippopus hippopus,20.78953354,-0.064960467,0.007312284,0.001185316,6.22e-5,7.89348e-4,-5.63236e-4,-2.87506e-4,1.50246e-4,2.97248e-4,1.18332e-4,0.094195974,0.018742375,14600,9.588776807696428
Clinocardium_nuttallii_ott661556,GCA_031471495.1_ASM3147149v1,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,Clinocardium nuttallii,20.58310717,-0.064960262,0.00731222,0.001185298,6.21e-5,7.89321e-4,-5.63197e-4,-2.87478e-4,1.50223e-4,2.97201e-4,1.18308e-4,0.094176542,0.018737947,3668.25,8.207469988087576
Nuttallia_obscurata_ott139252,GCA_032358795.1_ASM3235879v1,Mollusca,Bivalvia,Cardiida,Psammobiidae,Nuttallia,Nuttallia obscurata,20.97923084,-0.064958532,0.00731168,0.001185151,6.21e-5,7.89096e-4,-5.62868e-4,-2.87238e-4,1.50031e-4,2.96805e-4,1.18106e-4,0.094012354,0.018700535,4866.666667,8.490164519096812
Fragum_fragum_ott78491,GCA_946902895.1_xbFraFrag2.1,Mollusca,Bivalvia,Cardiida,Cardiidae,Fragum,Fragum fragum,20.86571325,-0.06496016,0.007312188,0.00118529,6.21e-5,7.89308e-4,-5.63178e-4,-2.87464e-4,1.50212e-4,2.97177e-4,1.18296e-4,0.094166856,0.018735741,1460,7.286191714702382
Tridacna_gigas_ott78499,GCA_945859785.2_xbTriGiga4.2,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,Tridacna gigas,20.88535785,-0.064960468,0.007312284,0.001185316,6.22e-5,7.89348e-4,-5.63236e-4,-2.87507e-4,1.50246e-4,2.97248e-4,1.18332e-4,0.094196049,0.018742392,41366.66667,10.63023068260517
Cerastoderma_edule_ott439669,GCA_947846245.1_V1.2,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,Cerastoderma edule,20.44285821,-0.06496016,0.007312188,0.00118529,6.21e-5,7.89308e-4,-5.63178e-4,-2.87464e-4,1.50212e-4,2.97177e-4,1.18296e-4,0.094166856,0.018735741,3023.273529,8.014095473319298
Limacina_bulimoides_ott2883891,GCA_009866985.1_NBC_Lbul_1,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,Limacina bulimoides,21.7886451,-0.064822233,0.007267317,0.001172511,6.1e-5,7.66669e-4,-5.18932e-4,-2.45253e-4,8.96e-5,1.61992e-4,-3.28e-5,-0.042501157,-0.093765476,319.375,5.766365960957969
Dreissena_polymorpha_polymorpha_ott154694,GCA_020536995.1_UMN_Dpol_1.0,Mollusca,Bivalvia,Myida,Dreissenidae,Dreissena,Dreissena polymorpha,21.30994608,-0.064953777,0.007310195,0.001184747,6.21e-5,7.88477e-4,-5.61961e-4,-2.86576e-4,1.495e-4,2.95712e-4,1.17548e-4,0.093558667,0.018597069,2707.083333,7.903627073403498
Congeria_kusceri_ott905007,GCA_027627225.1_MU_Ckus_1.0,Mollusca,Bivalvia,Myida,Dreissenidae,Congeria,Congeria kusceri,21.16159609,-0.064953773,0.007310194,0.001184747,6.21e-5,7.88476e-4,-5.6196e-4,-2.86575e-4,1.495e-4,2.95711e-4,1.17548e-4,0.093558353,0.018596998,14235,9.563458999712138
Mya_arenaria_ott7366,GCA_026914265.1_ASM2691426v1,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya arenaria,20.91888878,-0.064953549,0.007310124,0.001184728,6.21e-5,7.88447e-4,-5.61918e-4,-2.86544e-4,1.49475e-4,2.9566e-4,1.17521e-4,0.093537188,0.01859218,5878.527778,8.67906163165174
Saxidomus_gigantea_ott139257,GCA_032359765.1_ASM3235976v1,Mollusca,Bivalvia,Venerida,Veneridae,Saxidomus,Saxidomus gigantea,20.64114275,-0.064955487,0.007310729,0.001184892,6.21e-5,7.88699e-4,-5.62286e-4,-2.86813e-4,1.4969e-4,2.96103e-4,1.17747e-4,0.093720826,0.018634015,6935,8.844336332748933
Mactromeris_polynyma_ott131019,GCA_032209605.1_xbMacPoly1_p1.0,Mollusca,Bivalvia,Venerida,Mactridae,Mactromeris,Mactromeris polynyma,20.49129693,-0.064952503,0.007309798,0.001184639,6.21e-5,7.88311e-4,-5.61719e-4,-2.86399e-4,1.49359e-4,2.95421e-4,1.174e-4,0.093438259,0.018569647,17624.28571,9.777033099767026
Saxidomus_purpurata_ott605472,GCA_022818135.2_GRF_Spur_v2,Mollusca,Bivalvia,Venerida,Veneridae,Saxidomus,Saxidomus purpurata,20.7287509,-0.064955487,0.007310729,0.001184892,6.21e-5,7.88699e-4,-5.62286e-4,-2.86813e-4,1.4969e-4,2.96103e-4,1.17747e-4,0.093720826,0.018634015,5840,8.672486075822272
Ruditapes_philippinarum_ott913666,GCA_026571515.2_ASM2657151v2,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,21.06551909,-0.064955264,0.00731066,0.001184873,6.21e-5,7.8867e-4,-5.62244e-4,-2.86782e-4,1.49665e-4,2.96052e-4,1.17721e-4,0.093699733,0.018629212,4842.82,8.485252474667297
Mercenaria_mercenaria_ott80121,GCA_021730395.1_MADL_Memer_1,Mollusca,Bivalvia,Venerida,Veneridae,Mercenaria,Mercenaria mercenaria,21.34287397,-0.064955264,0.00731066,0.001184873,6.21e-5,7.8867e-4,-5.62244e-4,-2.86782e-4,1.49665e-4,2.96052e-4,1.17721e-4,0.093699733,0.018629212,11777.33333,9.373932058913883
