Assembly Identifier,Phylum,Class,Order,Family,Genus,Organism Name,Average_lifespan_days,Region,DNA_bendability,X_Displacement,Y_Displacement,Inclination,Tip,Shear,Stretch,Stagger,Buckle,Propel,Opening,Alpha,Beta,Gamma,Delta,Epsilon,Zeta,Chi,Phase,Amplitude,Hydrogen_bond,Stacking_energy,Solvation,Shift,Slide,Rise,Tilt,Roll,Twist,A_philicity_energy
GCA_000347755.4_Ccap_2.1,Arthropoda (Mandibulata),Insecta,Diptera,Tephritidae,Ceratitis,Ceratitis capitata,99.3,exon,-0.0313857141256541,-0.9155932032673142,-0.0799929022362206,3.8977952343370745,0.2773649795821856,0.0905765940778034,0.0235400106353729,0.0633783598599989,2.208405377499713,-9.667603707384142,1.9931192618327087,-72.06244946473194,168.8616620785168,54.91896614228112,134.9844657919341,-160.28222921960963,-112.01408634312062,-112.45363080275486,150.99947195200417,41.58586673029491,-13.665939324938178,-54.203313865027134,-348.494524678977,-0.1324447124424544,-0.3075155114655563,3.320806492467918,-0.7137106511919362,2.1718552110484066,34.505737303161524,0.6728021975661452
GCA_000347755.4_Ccap_2.1,Arthropoda (Mandibulata),Insecta,Diptera,Tephritidae,Ceratitis,Ceratitis capitata,99.3,intron,-0.039683563432777,-0.9225126285028302,-0.0930717865961933,3.816608902694959,0.2394045616900252,0.0987216538534977,0.0239919172835872,0.0609189420906215,2.173896338132198,-10.0004185799148,2.151631402438912,-71.81768673206753,169.6183459638251,55.006827693241966,134.3399459476627,-161.06350057141685,-112.35298777754936,-111.12878885112914,150.0997277812042,41.560970929376126,-13.246581349569936,-54.12948244381196,-348.73064035123446,-0.1393368348449774,-0.3186309967637991,3.322240400251252,-0.7698815622770275,2.0742973324267138,34.55313483044345,0.6947475255121609
GCA_000347755.4_Ccap_2.1,Arthropoda (Mandibulata),Insecta,Diptera,Tephritidae,Ceratitis,Ceratitis capitata,99.3,downstream1,-0.0324448743783227,-0.907619417147571,-0.0767445516922481,3.839114565589081,0.343828003176342,0.0920549648430798,0.0235890070313839,0.0631815940661977,2.304174466215052,-9.743550098610848,2.028744651431997,-72.12860639823766,168.79449697307442,54.90303561621064,135.09113257052786,-160.12655870133722,-111.84150742314752,-112.70543890306088,151.1249995037296,41.61148022015938,-13.594103980878025,-54.17873443663164,-348.4861580346416,-0.1341711426838756,-0.3095287187039728,3.3215497487654417,-0.7313779021917965,2.1635287078748733,34.52027103006102,0.6774713521772341
GCA_000347755.4_Ccap_2.1,Arthropoda (Mandibulata),Insecta,Diptera,Tephritidae,Ceratitis,Ceratitis capitata,99.3,downstream2,-0.043551730540701,-0.9136963726338996,-0.1098129241492656,3.670625911718008,0.2681558019768052,0.1048762307953481,0.0245257724301841,0.058889578558696,1.9886916804600527,-10.198767236440002,2.284924353832437,-71.80001228445143,169.73870191144584,54.955089764875474,134.29877687696245,-160.99970949250863,-112.11750124867336,-111.37030561645835,150.00321884920595,41.61232002488102,-12.90033859869701,-54.091533438375166,-349.0133270732524,-0.1393048031395282,-0.3240856012455704,3.322141257518189,-0.7961796858337172,1.999513218231422,34.59783215672008,0.7128883915375192
GCA_963070105.1_nxLitSigm11.1,Nematoda,Chromadorea,Monhysterida,Onchocercidae,Litomosoides,Litomosoides sigmodontis,560.9625,upstream1,-0.0383074115270531,-0.920144885657663,-0.0801652560912087,3.8682687713613455,0.1883609635160313,0.0980865807507412,0.023988250485834,0.0616824562749307,2.4511607024138216,-10.041804963178862,2.125743134397047,-71.82249717730362,169.6214825195606,55.050343966515634,134.32711811138336,-161.1084435582228,-112.41844228022362,-111.0829026857033,150.12498432481794,41.52964314155658,-13.355946395238774,-54.134508773780105,-348.62961414544225,-0.1421661387423602,-0.316371842894863,3.3219549476037376,-0.7622660545743,2.0937913531781183,34.53663011674259,0.693073087270946
GCA_963070105.1_nxLitSigm11.1,Nematoda,Chromadorea,Monhysterida,Onchocercidae,Litomosoides,Litomosoides sigmodontis,560.9625,upstream2,-0.0363834808259586,-0.9177043218448682,-0.0751300494714526,3.878533914405102,0.2145260754191719,0.0957158181051983,0.0238161641701463,0.0614918464033506,2.4190415086388466,-9.94302022756002,2.075837189850458,-71.9467150669142,169.3486821272134,55.01161734225933,134.6050580527138,-160.76458487977055,-112.25835785918568,-111.60257294436109,150.52072215964915,41.54052509366725,-13.47018677929736,-54.156112199746985,-348.61008887867183,-0.1383416224402685,-0.3134764193624942,3.32172178120604,-0.7407731266083469,2.109207775289234,34.524661072856,0.6880869581790108
GCA_963070105.1_nxLitSigm11.1,Nematoda,Chromadorea,Monhysterida,Onchocercidae,Litomosoides,Litomosoides sigmodontis,560.9625,exon,-0.0316843465713165,-0.9080967640317664,-0.0701387812556889,3.9231442913186494,0.2478068435826406,0.0923678675000078,0.0235330704947703,0.0622494498414008,2.4261999220765964,-9.786731088736586,2.0066848279263576,-72.05397694105321,168.93953046491723,54.974170737984025,134.90373239767655,-160.40316780738408,-112.04809768706706,-112.27363510295672,150.92062077942774,41.557288469603805,-13.643249155200262,-54.18172338921422,-348.5200515675867,-0.1347654814014467,-0.3070841562580467,3.3207238005588766,-0.7282388849456058,2.157061869083473,34.5044440043431,0.6804332817853391
GCA_963070105.1_nxLitSigm11.1,Nematoda,Chromadorea,Monhysterida,Onchocercidae,Litomosoides,Litomosoides sigmodontis,560.9625,intron,-0.0428464283028289,-0.9168927689453998,-0.0860275356262831,3.833421554972,0.2007258428645971,0.102714378673099,0.0239816128400878,0.0597419248453681,2.477343930793789,-10.248090349427018,2.21006504314176,-71.75139550866899,169.8826900570034,55.05366879218924,134.11986970518933,-161.23671498421282,-112.42412699230094,-110.88844346180458,149.79478585956255,41.54190597107615,-13.124944631114628,-54.10040334292022,-348.79527843967367,-0.145843925237145,-0.3203884327791904,3.3218295952530856,-0.8131931358093085,2.041188053756379,34.564039774440694,0.7085656663725443
GCA_963070105.1_nxLitSigm11.1,Nematoda,Chromadorea,Monhysterida,Onchocercidae,Litomosoides,Litomosoides sigmodontis,560.9625,downstream1,-0.0342084677107251,-0.9038081248458392,-0.0688283522105832,3.869562132521467,0.325089511711602,0.0938201449985807,0.0235271807838178,0.062116153667535,2.544578123790596,-9.885105691581284,2.035357787868618,-72.08971054916258,168.9235983242596,54.987490806264205,134.93922806831918,-160.3678707151882,-111.97831303890672,-112.3675115121646,150.94964988518748,41.57520278477245,-13.57633010397581,-54.15747313527167,-348.5076085554314,-0.1356117142596459,-0.3122941076804737,3.3220892254355934,-0.7400933309004565,2.140116438802479,34.51529960769959,0.6853978469907668
GCA_963070105.1_nxLitSigm11.1,Nematoda,Chromadorea,Monhysterida,Onchocercidae,Litomosoides,Litomosoides sigmodontis,560.9625,downstream2,-0.0424774546986935,-0.920516293194266,-0.0868528017331339,3.847884287472692,0.1413916914095435,0.1022280963873882,0.0240571964908247,0.0594637270300984,2.413036656067621,-10.21580990690722,2.2017720313118483,-71.71129121173787,169.97361048474573,55.07591374541859,134.01683458095454,-161.32037097268463,-112.53330015738896,-110.7538005425937,149.65473800393272,41.53237681166903,-13.139313051501055,-54.105128213232014,-348.81477097140714,-0.1433695701001736,-0.3207695072099153,3.321925596976089,-0.7994742438730074,2.0328753489446303,34.56234370808608,0.7084011714704999
GCA_963969455.1_iyArgPaga1.1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Argidae,Arge,Arge pagana,30.26,upstream1,-0.031007791693851,-0.9133962903649286,-0.0939205492222209,3.8742171812389583,0.1639527393535617,0.0912809501909149,0.0247087072312479,0.0630718097906882,2.069010283752412,-9.583792875707218,1.9934504743467656,-71.90189623913044,169.31429102056708,54.99243841748914,134.61177172369128,-160.8421816887168,-112.32896307806638,-111.42017568349752,150.57929529717487,41.50611784549224,-13.68538415403699,-54.24384405916753,-348.5536969100601,-0.1365523598621851,-0.2964411525995797,3.3197257711677675,-0.650474837274044,2.144994888443337,34.51866144402774,0.6711040284347575
GCA_963969455.1_iyArgPaga1.1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Argidae,Arge,Arge pagana,30.26,upstream2,-0.0339752226963094,-0.9079059773667804,-0.0850648369686567,3.865439168929442,0.2434029693979441,0.0922572797365069,0.0244305604568348,0.0623844813020647,2.2691403441232705,-9.697448210409217,2.00848263877749,-71.99763594949346,169.0997971346224,54.98821619416534,134.78754788799375,-160.64586825093787,-112.16521776817092,-111.81976617416797,150.79953319110672,41.53727718926768,-13.649082419021914,-54.20050191684562,-348.4595136505074,-0.1386298977327064,-0.3024401201627211,3.321357795798564,-0.6820897673593699,2.1387107388717546,34.52461115320706,0.6741129748737834
GCA_963969455.1_iyArgPaga1.1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Argidae,Arge,Arge pagana,30.26,exon,-0.0320696975653589,-0.9046234934421564,-0.0677378579745898,3.923002399511902,0.2997508643424953,0.0897370721125492,0.0237421723624721,0.0636772608884892,2.495535613118131,-9.655253047688888,1.9481558042107725,-72.12684869433754,168.69902439151477,54.972087808586025,135.06955261041136,-160.35141965430225,-112.03116934219726,-112.34573011039387,151.17899341706175,41.55283232479943,-13.78839081454813,-54.188818015763935,-348.2630082699155,-0.1410506035139968,-0.3043259901022785,3.322165458463477,-0.7229821329890068,2.1807001846457266,34.508050339104365,0.6685033276569048
GCA_963969455.1_iyArgPaga1.1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Argidae,Arge,Arge pagana,30.26,intron,-0.0354106173507913,-0.9125353961624828,-0.0890070707587677,3.8694994932605904,0.1911420093212511,0.094499982281765,0.0246155270919115,0.0617544157676943,2.279876671222255,-9.750294595061591,2.0419986910425685,-71.8623158329632,169.41628140644735,55.03545928878986,134.49653867938096,-160.99059316357383,-112.35856085507798,-111.20900797439629,150.40391144955936,41.50963625945399,-13.554505352185489,-54.18702329765191,-348.47409798658623,-0.1375200472983782,-0.3036784661392877,3.32160439851515,-0.6878318829423546,2.113881961492475,34.54186442362737,0.6801987341772149
GCA_963969455.1_iyArgPaga1.1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Argidae,Arge,Arge pagana,30.26,downstream1,-0.0333925709966525,-0.8979969870521517,-0.0681436741388617,3.889919917904102,0.379763240755425,0.0906208832739442,0.0237714069754885,0.0632089407191445,2.5622992441420944,-9.710288025051256,1.9684330093942284,-72.1659043029908,168.6756698142744,54.9702080634919,135.12780718928795,-160.23465820213755,-111.9206169724648,-112.60902204556707,151.22317001727626,41.5801544971384,-13.746783581686598,-54.17651115970182,-348.2672443580596,-0.1412219494899893,-0.3064306987399732,3.322644738995211,-0.722011640211633,2.176979970544888,34.51115726831356,0.6717255090588419
GCA_963969455.1_iyArgPaga1.1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Argidae,Arge,Arge pagana,30.26,downstream2,-0.0368248247016852,-0.9043316565222712,-0.1036837888077573,3.795643736673305,0.2130450753422799,0.0989082565372496,0.0250382687854005,0.0597165275155506,2.160114651248611,-9.887205945434198,2.1326809490444787,-71.82687394085566,169.50690162328058,55.04106019976771,134.38724354832638,-161.01716541582158,-112.25837376665366,-111.31200963111108,150.22760238705183,41.53285348398371,-13.315914297710249,-54.15951514973214,-348.7445763156056,-0.1382702045994546,-0.3074772338755592,3.3202809882701643,-0.7117409983765296,2.0633697627162086,34.555945167775455,0.6944278704925705
GCA_000469805.3_HMN_v3,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis,Hymenolepis microstoma,983.7,upstream1,-0.0435309926854754,-0.9095477366966184,-0.0968858732592125,3.7505424006541146,0.2295127573667709,0.1041790316962728,0.0244840125391848,0.0601209334726574,2.305849035179372,-10.25634972483453,2.261255200278643,-71.73750388004157,169.81974777081106,55.085677850295895,134.1030586603967,-161.30488878439516,-112.33908532385894,-110.84186118509196,149.76998717032342,41.562377982236015,-12.97934326715426,-54.06846908045959,-348.763706025774,-0.1481193068440377,-0.3234435848065778,3.323180115525952,-0.8274820864694469,2.014321071241,34.60632957815468,0.7102106394039157
GCA_000469805.3_HMN_v3,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis,Hymenolepis microstoma,983.7,upstream2,-0.036194921630094,-0.9217187632065456,-0.0701604903332635,3.930135617306155,0.1600093405808419,0.096172831765935,0.0239472657610588,0.0637145942180423,2.5333185928247945,-9.963583629397396,2.088285983977704,-71.81170965356999,169.58388971020503,55.14557633890615,134.25655888261895,-161.2180880961334,-112.56721272392863,-110.82171352936231,150.02898328108637,41.51663428979441,-13.435319223267117,-54.112990804597565,-348.4116516893061,-0.144232312270259,-0.3193482933660039,3.3239162611587187,-0.7835075371958616,2.1136905863819084,34.542883073691165,0.684030220065846
GCA_000469805.3_HMN_v3,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis,Hymenolepis microstoma,983.7,exon,-0.0278741322596025,-0.9182875289891969,-0.0505128430975104,4.070158268091963,0.2072528179807168,0.0889813372934808,0.0235294670860106,0.0665054831132358,2.7668708439226384,-9.672039904029088,1.93190675208104,-71.95043322998434,169.06075637108395,55.21822879082792,134.58450940363718,-160.979646242525,-112.53053666392876,-111.2213871927528,150.50105798102408,41.50621364087889,-13.845100353876187,-54.13497677987918,-348.08265962705104,-0.1407192235961382,-0.3137168050225452,3.3245747835694743,-0.7460692972956279,2.219665116524255,34.48849864682852,0.6610800558341694
GCA_000469805.3_HMN_v3,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis,Hymenolepis microstoma,983.7,intron,-0.0361498282078566,-0.9219313372076332,-0.0756465646143469,3.9069828236547095,0.1766035431482905,0.0978431869554841,0.0241148712703461,0.0636426485208304,2.548499845720189,-10.020569111210586,2.126808343541105,-71.75851461517681,169.67293309921456,55.155787706985045,134.140931575548,-161.39124342137094,-112.60027998590782,-110.59972904520303,149.87374834756784,41.51285414759929,-13.35418558948466,-54.09450248169001,-348.45722418437225,-0.1460937083086737,-0.321616594842682,3.3233148953645184,-0.793703604217309,2.11174459568636,34.538524513566614,0.6853192708244262
GCA_000469805.3_HMN_v3,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis,Hymenolepis microstoma,983.7,downstream1,-0.0280642927515833,-0.915197412489793,-0.0444347635346937,4.047808795845167,0.2557238961244193,0.0890136523574944,0.0235919774806473,0.0665885995777619,2.841308838845878,-9.670610964109754,1.9294773399014733,-72.0024006184375,168.92663273610086,55.23214603406034,134.68217292892288,-160.89280645742383,-112.46690077902852,-111.36346381379276,150.64424172695243,41.51381474750163,-13.859511597466527,-54.12102531315957,-348.00641660802154,-0.1395362957696394,-0.3161355136864519,3.32532356914322,-0.7377942125844228,2.2248903092783205,34.48777673657974,0.6590355973528383
GCA_000469805.3_HMN_v3,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis,Hymenolepis microstoma,983.7,downstream2,-0.0372244932079414,-0.927510156121209,-0.0739937225539532,3.932670828493196,0.0735538120561467,0.0987648902821313,0.0242189481017066,0.0627397422500868,2.491119366074532,-10.01847712295365,2.141632553117375,-71.65283125447556,169.9554816168577,55.19156700592111,133.8841574900728,-161.59743056147636,-112.77728121177256,-110.21493203336776,149.50005620898594,41.5044077756878,-13.30669952629741,-54.083883103448095,-348.4979087425972,-0.1393898827236108,-0.3234984071416031,3.3236123227725805,-0.7776663399264739,2.09284925608259,34.54270476457155,0.6885436839369257
GCA_001703475.1_H_elegans_v1.0,Annelida,Polychaeta,Sabellida,Serpulidae,Hydroides,Hydroides elegans,304.1666667,upstream1,-0.0357666372228601,-0.9201076134488972,-0.0911085855322851,3.795062964216047,0.2310126205155894,0.0984307923328325,0.0245419132585459,0.0606049818920587,2.1808381459234982,-9.959982033389243,2.134342637576181,-71.81751326556821,169.5264198432112,55.06191021407103,134.35889251214513,-161.15753070046762,-112.37715427077964,-111.03492931083797,150.20466208947929,41.5311399515501,-13.28692749536256,-54.105820903630246,-348.6442827488726,-0.1371525613362086,-0.3216373638083021,3.323289689833643,-0.7428287292327006,2.084092028734532,34.5502057149449,0.6892314384004002
GCA_001703475.1_H_elegans_v1.0,Annelida,Polychaeta,Sabellida,Serpulidae,Hydroides,Hydroides elegans,304.1666667,upstream2,-0.0318374283034372,-0.919346494318226,-0.0761103207337742,3.864688696826247,0.2664345140377519,0.0945482390245114,0.0241047786640989,0.0625291144073773,2.2939297560449154,-9.822231263436588,2.053132610626443,-71.95365329862268,169.2108113100025,55.06198543831379,134.61200644791734,-160.84136700671476,-112.29645296211558,-111.47049808442527,150.53267016426864,41.54448862973432,-13.50348211839992,-54.13609348775227,-348.55309363923766,-0.1318443349589277,-0.3171224453186554,3.3232389959408346,-0.7132828411352133,2.13015492246782,34.52485942838508,0.6802194190391638
GCA_001703475.1_H_elegans_v1.0,Annelida,Polychaeta,Sabellida,Serpulidae,Hydroides,Hydroides elegans,304.1666667,exon,-0.0233630910018721,-0.9188455631605462,-0.0511240833211135,3.9878479108607854,0.2888473661148785,0.0833611095466544,0.0232066720939082,0.0674534119088699,2.4111803038913937,-9.397963675881009,1.8340127437778664,-72.20888658870533,168.46308962338648,55.0001842320878,135.2535397823638,-160.19469953595328,-112.11281292601682,-112.3701969474322,151.42928481840028,41.551653205528496,-14.073964958450834,-54.22991121339794,-348.13294079698426,-0.1291601561324273,-0.3013325777243805,3.3231754236755724,-0.6528368667224419,2.2618444325580027,34.48189021884812,0.6490669191352496
GCA_001703475.1_H_elegans_v1.0,Annelida,Polychaeta,Sabellida,Serpulidae,Hydroides,Hydroides elegans,304.1666667,intron,-0.0352403445983856,-0.9196107657799792,-0.0926350322006402,3.8015775760393153,0.2129254253118941,0.0994871094997623,0.0246485476282963,0.0605643402822734,2.1668401526177137,-9.980031129526497,2.157012722171862,-71.79560248789133,169.6234423206865,55.068618999930784,134.27196858935608,-161.1665815732741,-112.38805162849462,-110.98182978514704,150.06512606489662,41.534355825116194,-13.24073092960417,-54.10484424032096,-348.7128160559357,-0.1372815779913641,-0.3201261333508968,3.322475414561249,-0.7475649167107934,2.078836094078144,34.54851530595353,0.6923713817872218
GCA_001703475.1_H_elegans_v1.0,Annelida,Polychaeta,Sabellida,Serpulidae,Hydroides,Hydroides elegans,304.1666667,downstream1,-0.0252646170450975,-0.921137798762814,-0.051663870669899,3.957277259130252,0.2960492980411263,0.0848324245084691,0.0233227549877972,0.0670788462622729,2.4356439554420684,-9.455685742591776,1.86556473061464,-72.23047389181066,168.4882781294043,55.01274463009335,135.24503001296748,-160.18916106255938,-112.1079294770159,-112.35128534316496,151.42250350776817,41.55928953517019,-13.996001139722711,-54.208344490265866,-348.1403171892736,-0.1282875580837038,-0.3055213495764226,3.323773426755491,-0.6591445195836605,2.244943002693589,34.48760694318942,0.6522101209507023
GCA_001703475.1_H_elegans_v1.0,Annelida,Polychaeta,Sabellida,Serpulidae,Hydroides,Hydroides elegans,304.1666667,downstream2,-0.0322709549376215,-0.9248999896077864,-0.0865115161346626,3.785813261304581,0.1933616563674494,0.0979223379223376,0.024774211440878,0.0617442550775882,2.144228648561976,-9.877582227248862,2.1268784845451467,-71.8897533668731,169.3970160021488,55.03976931390246,134.47395077761698,-160.95674984681597,-112.30880069307366,-111.25704348070984,150.3908790340118,41.5353869889802,-13.32092088192084,-54.11189889889871,-348.6268844602168,-0.135287063415312,-0.3196350069261092,3.32246600106283,-0.7273873613688356,2.099507222323832,34.53929502191045,0.6842603233997057
GCA_963932025.1_ilEreEpip2.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia epiphron,318.35,upstream1,-0.0352984595432402,-0.9186657550114898,-0.0950291390316524,3.839412001826709,0.2423060192792217,0.0976108158832582,0.0245285843824465,0.0627046561649899,2.169469612618874,-9.8733067891862,2.126817707344841,-71.8505724434847,169.57934358775586,55.04959305128513,134.31741250658945,-161.005283180447,-112.37959911204916,-111.24212907772886,150.0622441418354,41.5724302642815,-13.324591059340758,-54.139596207376286,-348.754725227219,-0.1469483272045168,-0.3147892712185878,3.3198597437554525,-0.7733086803090118,2.105238446212998,34.51600599281451,0.6849007039372221
GCA_963932025.1_ilEreEpip2.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia epiphron,318.35,upstream2,-0.0382044980072119,-0.9141957088911,-0.0849073530349421,3.809804479200131,0.3206746985742592,0.0964001180911407,0.0240237447544336,0.0627923282933718,2.334660466881753,-9.93319133928003,2.105081166571765,-71.96733929994072,169.2585925212453,54.9848259095652,134.65123449579255,-160.72618981780172,-112.12806180278736,-111.75162135730966,150.5245610441571,41.59228920193571,-13.38903799213424,-54.13004288448138,-348.5659370321154,-0.1420027447198568,-0.3178114303275611,3.322400305204328,-0.7594958882188922,2.1041070122823244,34.539183180907344,0.6836806684780892
GCA_963932025.1_ilEreEpip2.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia epiphron,318.35,exon,-0.0230319573960508,-0.9279133915785336,-0.0545200845045426,3.934519010874459,0.3030056107829135,0.0860785388370821,0.0233925921984399,0.0692203495049195,2.374308196648611,-9.430631827916905,1.8944383408936656,-72.19737387104392,168.4688708601044,55.00833603727386,135.1966368991522,-160.19361407269406,-112.07507809121152,-112.34269204900662,151.3119081711071,41.58497742746275,-13.91975233749702,-54.20170768760045,-348.26208833845385,-0.1320542563459927,-0.3092057357930882,3.3222871247683434,-0.6926780020088926,2.238952578727201,34.47428414706821,0.6515378275177083
GCA_963932025.1_ilEreEpip2.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia epiphron,318.35,intron,-0.0348275405176806,-0.9255487250086776,-0.0864945521100612,3.8345593553387074,0.2495097490254119,0.0960244144069311,0.0243886543981475,0.0641775121887514,2.209174890548871,-9.83526570273279,2.098593417771321,-71.85431706037437,169.4503947618268,55.07947179117192,134.3887325014217,-161.11398042816558,-112.4281182719007,-110.98306996454252,150.21433085114586,41.546486363782144,-13.399031831227855,-54.13403473375757,-348.5334358597958,-0.1420157518821342,-0.318186681682826,3.3220420004464644,-0.7385854604992861,2.120228186582201,34.529443894293365,0.6761279498266958
GCA_963932025.1_ilEreEpip2.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia epiphron,318.35,downstream1,-0.0248970112053171,-0.924835882391033,-0.0546453566153975,3.8933912730923175,0.3376959695867235,0.0871376379361763,0.0234590558561628,0.0687534617187165,2.4264727749137203,-9.500105630352328,1.9187049763537949,-72.20449097236997,168.54636487473869,54.998984707298256,135.17843591772794,-160.1663787759358,-112.02244134879182,-112.40811840633094,151.2710730188314,41.59483588098068,-13.871703596991996,-54.187455540880094,-348.2276532742524,-0.1328402169468159,-0.3102377160321082,3.3227524051395294,-0.6937165916966106,2.227071648408377,34.483589630458184,0.6551700723308236
GCA_963932025.1_ilEreEpip2.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia epiphron,318.35,downstream2,-0.0355667373104741,-0.924270589489358,-0.0944841797633957,3.770351094066435,0.2023591712663162,0.0994488201429743,0.0246590118302017,0.063510259167879,2.079079295038058,-9.935494496109287,2.1814235043546044,-71.80463046208405,169.63840085616022,55.071326511566426,134.2435297046662,-161.12390016395636,-112.37572089427644,-110.97432239730254,149.9770156839792,41.56843655669413,-13.18992948008262,-54.11582663535127,-348.76361263996847,-0.1414716573233135,-0.3204214575628123,3.3213289636827548,-0.7557888102328155,2.079934248593172,34.548839253732496,0.6870842206858925
GCA_944474755.1_xbLimFort5.1,Mollusca,Bivalvia,Mytilida,Mytilidae,Limnoperna,Limnoperna fortunei,1373.727273,upstream1,-0.0388355609536854,-0.9167794342372196,-0.0988163428467167,3.790957554592915,0.2691944226808475,0.1018552563992806,0.0246716355620237,0.0596539251776386,2.1867542483520186,-10.063717538096023,2.2065058267699618,-71.77590316892798,169.71016764403683,55.05992701368659,134.16643729239752,-161.1865553757165,-112.36831653518502,-111.03998835132867,149.86119608231266,41.56533946435437,-13.119194857032744,-54.0877884705931,-348.8903053034831,-0.1438658901221803,-0.3233978661159833,3.320667430304552,-0.7835647532696534,2.064289714549962,34.5312647242295,0.6983117014480403
GCA_944474755.1_xbLimFort5.1,Mollusca,Bivalvia,Mytilida,Mytilidae,Limnoperna,Limnoperna fortunei,1373.727273,upstream2,-0.0371705561975688,-0.9131239738812892,-0.0829331081568865,3.786092144955368,0.3535347664000154,0.0996419705529872,0.0243584681561375,0.0605050505050503,2.3765242681047702,-10.025131666238632,2.153931839582258,-71.9425357943308,169.35200761909294,55.01211782715912,134.53148625556372,-160.7810834761808,-112.1567197385397,-111.67727097655548,150.36742683455267,41.58614522604208,-13.26530275477225,-54.08674585098855,-348.79956289590723,-0.1404217929966432,-0.3236934849006246,3.3215827454185263,-0.7730679848145862,2.094847167254556,34.5158337509675,0.69225630269994
GCA_944474755.1_xbLimFort5.1,Mollusca,Bivalvia,Mytilida,Mytilidae,Limnoperna,Limnoperna fortunei,1373.727273,exon,-0.0261988166541157,-0.9157519854913512,-0.0623134961063186,3.8419170228102817,0.4476197081044001,0.0954933338979709,0.0242782363414413,0.0636188160649282,2.53047087757608,-9.792869972805295,2.061427824554744,-72.14266010192912,168.73919821282863,55.039825037146215,134.9493538512592,-160.37714834521174,-111.96701411164324,-112.3032789953248,150.9678628184139,41.59995031623694,-13.512060486061072,-54.08459533188721,-348.76221026253705,-0.1390873540989616,-0.323209126830197,3.3205190912515583,-0.7606975930156746,2.183412357300452,34.45333745385597,0.6747100569017322
GCA_944474755.1_xbLimFort5.1,Mollusca,Bivalvia,Mytilida,Mytilidae,Limnoperna,Limnoperna fortunei,1373.727273,intron,-0.0344099231252607,-0.9247058751879896,-0.0923819870544155,3.838091653335634,0.269249740833779,0.0994813519800813,0.0246444514425386,0.0611255313224133,2.182410266989109,-9.937118690886242,2.163133056085554,-71.80079615399305,169.61072970270394,55.11025677035219,134.18749369506585,-161.17910991924447,-112.46369801026962,-110.98925183725852,149.90428852397605,41.55768893679609,-13.231956289004817,-54.090097910513535,-348.86493945454174,-0.1439386055662734,-0.3251596238093097,3.320118687543001,-0.7699085371685553,2.1107448715235995,34.492104053432,0.6865119304013246
GCA_944474755.1_xbLimFort5.1,Mollusca,Bivalvia,Mytilida,Mytilidae,Limnoperna,Limnoperna fortunei,1373.727273,downstream1,-0.0314613563645796,-0.9092513478597342,-0.0649253243639742,3.803579864846712,0.4768858676260371,0.0972584097198198,0.0242603121757176,0.0624054176755445,2.591477797474914,-9.911685035454838,2.0966771229678254,-72.14543506691003,168.79428059819207,55.04206408638859,134.9302428852469,-160.4116150553437,-111.9361647100913,-112.30350638652246,150.9325853943267,41.60992831556975,-13.419148272656477,-54.07167514484591,-348.7336453649246,-0.1407642407828044,-0.3259602699633024,3.32178839769348,-0.7694219487157016,2.145574381880103,34.47720006989296,0.6825625963020022
GCA_944474755.1_xbLimFort5.1,Mollusca,Bivalvia,Mytilida,Mytilidae,Limnoperna,Limnoperna fortunei,1373.727273,downstream2,-0.03587583461736,-0.9190762437045212,-0.0994533817550502,3.77539064308176,0.2367070611698543,0.1032538841807907,0.0249023069679848,0.0594083311932886,2.113014851908914,-10.066951859698657,2.2358925804656686,-71.77793812922641,169.73508743686818,55.05428493836656,134.1199430330847,-161.11086404564662,-112.33342337961147,-111.15694957386324,149.78751513278934,41.57531922006064,-13.045018102101483,-54.07593017302243,-349.06124379387006,-0.1416374860190982,-0.3249802116493125,3.319305525681798,-0.786929122214568,2.060376145358313,34.517070452980725,0.7015226556511366
